symbol,name,sector,score,signal,trend,momentum,money,value,close,lastDate,ret5,ret20,ret60,rs60,vsSma20,vsSma50,vsSma200,rsi,macdAboveSignal,adx,atrPct,cloud,fromHigh52,volRatio,support1,resistance1,netReal5B,netReal20B,power5,smt5B,liquidityB,eps,pe,sectorPE,peVsSector,entryLow,stop,target1,target2,rr,flags
ولکار,لیزینگ کارآفرین,سایر واسطه گریهای مالی,70.8,ورود پله‌ای,85,30,87,70,5050,20260922,-3.8,-8.7,22.2,-17.6,-4.8,5.7,46.4,47.7,false,28.7,4.24,above,-12.9,0.59,4273,5650,4.17,8.83,5.08,15.2,7.59,641,7.88,9.94,-20.7,4836,4622,5650,5785,1.4,
توریل,توکاریل,حمل ونقل، انبارداری و ارتباطات,70.7,قوی؛ نزدیک مقاومت، منتظر شکست یا پولبک,90,45,57,82,3310,20260922,-7.5,4.1,20.6,-19.2,-2.2,13.7,25.9,53,false,28.7,4,above,-10.1,0.95,3179,3530,7.94,48.7,0.94,-0.1,12.56,616,5.37,7.68,-30,3179,3112,3530,3680,1.11,واگرایی منفی RSI
ارفع,شرکت آهن و فولاد ارفع,فلزات اساسی,70.5,قوی ولی پرشده؛ منتظر پولبک,100,70,59,47,14550,20260922,12.9,42.1,101.7,61.8,25.5,36.9,155.9,87.1,true,47.8,2.66,above,-0.1,2.02,11212,,-33.38,194.96,2.29,-84.59,48.63,1926,7.55,8.05,-6.2,14163,13777,15710,16483,1.5,واگرایی منفی RSI | اشباع خرید | فاصله زیاد از MA20
کایزد,فرانسوز یزد,سایر محصولات کانی غیرفلزی,70.5,قوی ولی پرشده؛ منتظر پولبک,100,70,89,17,3520,20260922,15,55.7,102.3,62.5,26.7,59.6,77.3,95.1,true,76.8,2.5,above,0,0.75,2633,,0.91,20.7,7.53,10.41,10.67,263,13.38,10.33,29.6,3432,3344,3784,3961,1.5,اشباع خرید | فاصله زیاد از MA20
فپنتا,سپنتا,فلزات اساسی,70.3,قوی؛ نزدیک مقاومت، منتظر شکست یا پولبک,90,90,41.1,60,47890,20260922,-5.5,37.3,45.7,5.9,8,32.7,32.7,66.9,true,64.1,3.11,above,-16.7,0.68,45942,50404,-0.75,88.28,1.32,-45.48,20.89,4100,11.68,13.48,-13.3,46400,45197,50404,52467,0.93,
مهرمام,مهرمام میهن,سلامت انسان و مددکاری اجتماعی,70.2,قوی ولی پرشده؛ منتظر پولبک,100,63,73.5,37,4260,20260922,4.4,35.7,34.5,-5.3,14.4,26.4,52.7,77.3,true,49.9,3.29,above,-5.8,1.7,3523,,-8.94,52.89,4.52,105.4,25.78,403,10.57,10.3,2.6,4120,3979,4681,4961,1.5,
فخاس,فولاد خراسان,فلزات اساسی,70.2,ورود پله‌ای,100,65,36.7,72,3220,20260922,-8,17.6,44.8,4.9,1.5,21.3,58.6,59.6,false,52.3,3.75,above,-10.6,0.85,3047,3600,-3.81,73.67,1.11,-7.14,23.71,363,8.87,13.48,-34.2,3099,2987,3600,3841,1.63,واگرایی منفی RSI
فتوسا,تولید و توسعه سرب روی ایرانیان,فلزات اساسی,70.1,ورود پله‌ای,100,65,18.5,90,6520,20260922,-7.3,17.3,104.2,64.4,4.7,20.6,95.9,60.9,false,56.2,3.3,above,-11.3,2.12,5805,7350,-18.51,2.07,0.57,-31.13,15.14,1389,4.69,8.05,-41.7,6305,6090,7350,7780,1.93,
ولملت,واسپاری ملت,سایر واسطه گریهای مالی,70,قوی ولی پرشده؛ منتظر پولبک,100,70,100,4,24090,20260922,15.8,42.7,189.2,149.4,23.9,40.4,183,84.8,true,43.9,2.58,above,0,1.4,19090,,19.68,28.79,1.8,22.29,18.5,824,29.24,9.94,194.1,23470,22849,25951,27192,1.5,واگرایی منفی RSI | اشباع خرید | فاصله زیاد از MA20
اتکای,بیمه اتکایی ایرانیان,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,69.9,زیر نظر,100,70,31.7,72,3260,20260922,7.7,23.4,83.7,43.9,12.6,39.8,86.9,82.7,true,67,3.42,above,-1.2,0.73,2936,,-12.3,16.79,0.95,-6.75,16.77,612,5.33,18.13,-70.6,3149,2981,3594,3817,1.2,اشباع خرید
ثپردیس,سرمایه گذاری مسکن پردیس,انبوه سازی، املاک و مستغلات,69.9,زیر نظر,100,70,99.5,4,5120,20260922,12,32.3,76.2,36.4,16.3,34,75.1,82.8,true,63.2,3.22,above,-1.5,2.35,4370,,83.77,111.73,1.91,69.97,18.38,117,43.76,23.59,85.5,4955,4790,5615,5944,1.5,اشباع خرید | فاصله زیاد از MA20 | P/E بالا (44)
زنگان,صنعت روی زنگان,فلزات اساسی,69.9,زیر نظر,100,70,99.5,4,8890,20260922,15.3,32.7,68.8,29,19.8,33.3,77,83.9,true,43,3,above,0,1.22,7490,,9.43,13.24,6.39,30.79,6.31,403,22.06,8.05,174,8623,8357,9690,10224,1.5,اشباع خرید | فاصله زیاد از MA20
گکوثر,هتل پارسیان کوثر اصفهان,هتل و رستوران,69.8,زیر نظر,100,70,99,4,5510,20260922,15.5,60.6,62,22.2,23.8,53.4,99.9,91.1,true,72.5,2.61,above,0,1.81,4660,,5.74,18.98,1.88,19.31,9.41,257,21.44,4.69,357.1,5366,5223,5941,6228,1.5,اشباع خرید | فاصله زیاد از MA20
سجام,مجتمع سیمان غرب آسیا,سیمان، آهک و گچ,69.5,زیر نظر,100,53,55.8,60,9910,20260922,-3.1,24.3,30.1,-9.8,7.1,17,97.8,63.6,false,32.5,3.63,above,-4.9,0.9,9300,10420,7.65,57.88,0.87,-16.84,22.24,1760,5.63,6.69,-15.8,9550,9120,10420,11139,0.65,واگرایی منفی RSI
وکادو,تکادو,سرمایه گذاریها,69.3,زیر نظر,100,75,45.2,52,4290,20260922,5.4,78,108.4,68.6,30.3,57.2,98.2,74.7,true,46.2,4.7,above,-13.2,1.4,2737,4940,-25.78,2.51,0.91,8.44,10.85,668,6.42,,,4088,3887,4940,5343,1.61,فاصله زیاد از MA20
وتوکا,سرمایه‌گذاری‌توکافولاد(هلدینگ,فلزات اساسی,69.3,زیر نظر,90,65,27,90,3520,20260922,-9.5,10,55.3,15.5,-2.5,23,44.8,55.7,false,54.4,3.63,above,-12.2,0.41,3290,3590,-13.25,72.22,0.57,-15.87,58.69,724,4.86,13.48,-63.9,3392,3226,3590,4010,0.24,واگرایی منفی RSI
وآوا,سرمایه گذاری آوا نوین,سرمایه گذاریها,69.1,زیر نظر,100,60,99.5,9,4770,20260922,9.4,67.8,123.3,83.5,23.3,65.4,126.3,96.7,true,78.3,2.77,above,-3,2.38,2668,,15.61,40.25,2.21,47.58,10.12,370,12.89,8.73,47.7,4638,4506,5166,5430,1.5,اشباع خرید | فاصله زیاد از MA20
بهامرز,بیمه زندگی هامرز,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,69.1,زیر نظر,100,60,88.5,20,7000,20260922,7.9,58,128.8,89,21.7,54.5,129.1,93.1,true,70.8,2.87,above,-1.1,0.86,3830,,1.99,23.81,1.89,3.16,3.92,253,27.67,,,6799,6598,7603,8006,1.5,اشباع خرید | فاصله زیاد از MA20
وثنو,سرمایه گذاری ساختمانی نوین,سرمایه گذاریها,69.1,زیر نظر,100,70,91.3,9,7010,20260922,14,47.3,120.2,80.4,20,43.2,117.9,86,true,69.2,2.88,above,0,1.46,6000,,23.18,35.2,1.33,8.52,11.32,540,12.98,8.73,48.7,6808,6607,7615,8019,1.5,واگرایی منفی RSI | اشباع خرید | فاصله زیاد از MA20
فاما,صنعتی‌ آما,ساخت محصولات فلزی,69,زیر نظر,100,90,27,57,6530,20260922,-5.8,21.8,62.1,22.3,5.6,22.9,101.7,62.7,true,59.3,3.45,above,-11,1.06,5360,7340,-3.92,11,0.56,-3.83,9.21,922,7.08,7.54,-6.1,6304,6079,7340,7791,1.8,
کساوه,صنایع‌ کاشی‌ و سرامیک‌ سینا,کاشی و سرامیک,68.9,زیر نظر,100,90,23.5,60,30380,20260922,1.2,17.1,78.7,38.9,6,20.7,98.2,63.5,true,45.6,3.32,above,-7.4,1.08,29564,,-16.83,-9.36,1.7,-15.32,19.71,4425,6.87,7.65,-10.3,29564,29059,33410,35430,2.29,
ومدیر,گ.مدیریت ارزش سرمایه ص ب کشوری,سرمایه گذاریها,68.7,زیر نظر,100,53,22.5,90,2850,20260922,-9.1,9.2,31.3,-8.5,0.2,11.1,33.3,53.7,false,42.8,3.45,above,-11.7,0.89,2762,3229,-7.89,-11.16,1.06,0.02,4.12,904,3.15,7.13,-55.8,2762,2713,3229,3426,2.76,خروج مستمر پول حقیقی
فولاژ,فولاد آلیاژی ایران,فلزات اساسی,68.7,زیر نظر,100,65,52.6,50,6170,20260922,-2.8,13.2,67.4,27.6,0.3,20.3,67.4,60.3,false,59.4,3.59,above,-9.5,0.61,4960,6820,5.33,28.34,0.84,-5.42,24.5,541,11.4,13.48,-15.4,5949,5727,6820,7263,1.47,
کهمدا,شیشه‌ همدان‌,سایر محصولات کانی غیرفلزی,68.6,زیر نظر,90,50,44.6,82,5390,20260922,-10,5.3,55.1,15.3,-5.2,9.4,100.7,48,false,45.4,4.08,above,-15.4,0.91,5160,5580,0.29,22.2,0.82,-6.06,27.81,981,5.49,12.75,-56.9,5170,5050,5580,6370,0.56,
ونیکی,سرمایه‌گذاری‌ ملی‌ایران‌,شرکتهای چند رشته ای صنعتی,68.6,زیر نظر,100,75,44.2,50,5660,20260922,4.4,37.8,60.2,20.4,14.4,32.9,66.9,76.9,true,46.7,3.11,above,-3.6,1.42,4745,,-2.68,56.72,1.03,-84.68,44.5,692,8.18,10.88,-24.8,5484,5308,6187,6539,1.5,
آواپارس,بیمه اتکایی آوای پارس,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,68.5,زیر نظر,100,70,88,50,4260,20260922,7.8,34,111.4,71.6,15.5,39.5,124,96.9,true,83,2.42,above,-1.2,0.96,2583,,1.06,1.23,10.48,2.12,0.51,1471,2.9,,,4157,4054,4569,4775,1.5,نقدشوندگی پایین | واگرایی منفی RSI | اشباع خرید | فاصله زیاد از MA20
دحاوی,الحاوی,مواد و محصولات دارویی,68.5,زیر نظر,100,70,96,42,5010,20260922,10.6,39.9,188.1,148.3,17.3,48,142.7,99.5,true,93.6,2.32,above,0,1.24,2354,,1.09,0.73,6.25,2.27,0.41,849,5.9,,,4894,4778,5359,5591,1.5,نقدشوندگی پایین | اشباع خرید | فاصله زیاد از MA20
کسعدی,کاشی‌ سعدی‌,کاشی و سرامیک,68.4,زیر نظر,100,70,88.5,9,27620,20260922,15.8,79.5,224.6,184.7,30.2,62,196.5,95.2,true,71,2.35,above,0,0.64,16500,,6.84,47.42,2.89,20.03,12.6,1590,17.37,7.65,127.1,26972,26325,29563,30859,1.5,واگرایی منفی RSI | اشباع خرید | فاصله زیاد از MA20
فالوم,آلومتک,فلزات اساسی,68.4,زیر نظر,90,70,99.5,10,1496,20260922,15.5,61,48.6,8.7,26.6,39.3,32.1,88.6,true,37.7,2.53,above,-27.4,1.78,1433,1848,10.16,39.71,3.29,2.67,7.72,,,8.05,,1458,1414,1848,1988,4.29,اشباع خرید | فاصله زیاد از MA20 | بدون EPS مثبت
ممسنی,پتروشیمی ممسنی,محصولات شیمیایی,68.3,زیر نظر,100,70,87,10,12730,20260922,12.4,42.1,85.8,46,20.8,42.3,50,97.9,true,75.4,2.36,above,-16.5,0.13,12390,13020,2.06,61.06,6.19,2.19,3.87,,,,,12429,12239,13020,13490,0.59,اشباع خرید | فاصله زیاد از MA20 | بدون EPS مثبت | واگرایی مثبت RSI
دلقما,دارویی‌ لقمان‌,مواد و محصولات دارویی,68.1,زیر نظر,85,65,46.5,72,9180,20260922,0.5,-16.4,199.8,160,-5.3,16.8,165.2,52.3,false,45.5,4.27,above,-20.8,0.48,2774,9430,16.91,-174.77,6.71,-6.11,112.11,1109,8.28,12.91,-35.9,8788,8396,9430,9630,0.32,خروج مستمر پول حقیقی
سشمال,سیمان‌ شمال‌,سیمان، آهک و گچ,68.1,زیر نظر,100,45,69.5,47,17960,20260922,-1.8,12.9,7.4,-32.4,2.7,14.4,50.8,61.1,false,28,3.77,above,-6.5,0.46,17370,18670,1.09,7.54,1.32,3.36,11.62,2297,7.82,7.14,9.5,17370,17031,18670,19200,0.76,
فرآور,فرآوری‌موادمعدنی‌ایران‌,فلزات اساسی,68.1,زیر نظر,100,58,89,17,7600,20260922,15.5,38.3,34.9,-4.9,24.4,35.6,44.8,85.2,true,33.8,2.57,above,-1.3,1.17,7035,7701,55.68,173.49,5.74,51.89,11,456,16.67,13.48,23.6,7405,7112,7701,8091,0.21,واگرایی منفی RSI | اشباع خرید | فاصله زیاد از MA20
شفن,پتروشیمی فناوران,محصولات شیمیایی,68.1,زیر نظر,100,75,88.4,4,7230,20260922,2.7,27.1,89,49.2,12.9,33.4,53.3,76.9,true,59.6,3.19,above,-2.7,0.96,6707,7430,12.74,135.4,1.55,41.15,32.53,284,25.46,9.63,164.4,6999,6653,7430,7891,0.35,
خیمن,ایمن خودرو شرق,خودرو و ساخت قطعات,68,زیر نظر,65,50,64,90,4790,20260922,1.3,-8.1,79.3,39.4,-4.6,4,45.3,49.3,false,28.9,4.03,above,-15.2,0.97,4597,4930,17.99,-3.21,1.94,47.37,23.12,1533,3.12,5.87,-46.8,4597,4500,4930,5310,0.48,
نماد,گروه مالی نماد غدیر,سرمایه گذاریها,67.9,زیر نظر,100,45,35.5,80,3940,20260922,-2.5,14.2,28.3,-11.6,0.6,12.7,,55.8,false,37.2,3.92,above,-7.5,0.88,3710,4240,-25.4,-33.09,2.99,51.17,34.35,995,3.96,7.13,-44.5,3785,3633,4240,4549,0.98,
دتماد,تولیدمواداولیه‌داروپخش‌,مواد و محصولات دارویی,67.8,زیر نظر,85,55,65.4,60,52800,20260922,-3,-1.2,82.8,43,-5,8.6,109.3,51.2,false,39.2,3.79,above,-14.3,0.65,47090,61590,39.41,15.48,1.13,15.16,42.57,5718,9.23,12.91,-28.5,50798,47794,61590,65595,1.76,
فگستر,گسترش صنایع روی ایرانیان,فلزات اساسی,67.8,زیر نظر,100,65,17,82,10680,20260922,-12.2,33.7,184.8,145,3,29.1,167.1,61.5,false,74.6,3.02,above,-14.7,1.44,7790,12520,-20.44,8.94,0.45,-62.97,26.82,1905,5.61,8.05,-30.4,10358,10036,12520,13164,2.86,
سبزوا,سیمان لار سبزوار,سیمان، آهک و گچ,67.8,زیر نظر,100,60,99,4,12620,20260922,11.6,58.3,45.7,5.9,24.5,41.5,93.9,90.1,true,51.6,2.89,above,-0.1,2.36,9780,,4.72,31.97,1.76,73.08,15.83,615,20.52,6.69,206.7,12255,11890,13716,14446,1.5,اشباع خرید | فاصله زیاد از MA20
خبرنا,تولیدی برنا باطری,خودرو و ساخت قطعات,67.7,زیر نظر,100,45,78.9,36,8240,20260922,-1.3,15.7,20.9,-19,1,17.5,29,59.1,false,40.5,3.64,above,-10.4,0.8,7454,9200,1.02,58.52,1.24,12.93,30.16,1058,7.79,5.87,32.7,7940,7490,9200,9800,1.28,
حتاید,تایدواترخاورمیانه,حمل ونقل، انبارداری و ارتباطات,67.6,زیر نظر,100,53,36.2,72,8360,20260922,-6.4,14.4,35,-4.8,1.9,7.1,37.6,55.1,false,27.3,3.79,above,-8.4,0.86,8190,9074,-8.69,91.4,1.11,-15.22,45.02,1376,6.08,19.33,-68.6,8190,8032,9074,9707,2.17,
کفپارس,فرآورده‌های‌ نسوز پارس‌,سایر محصولات کانی غیرفلزی,67.6,زیر نظر,100,65,26.5,72,5810,20260922,-7.2,11.3,57.2,17.4,0.4,18.1,78.6,55.5,false,53.4,3.67,above,-12.2,0.65,5665,5970,-8.62,18.91,0.47,-15.44,15.58,722,8.05,12.75,-36.9,5665,5558,5970,6620,0.64,
درازی,پخش رازی,مواد و محصولات دارویی,67.5,زیر نظر,100,70,90,4,53930,20260922,15.9,78.6,361,321.1,30.1,87.2,227.6,99.8,true,95,2.17,above,0,0.52,16839,,10.26,18.59,5.68,14.16,7.28,2400,22.47,8.86,153.6,52759,51587,57444,59787,1.5,اشباع خرید | فاصله زیاد از MA20
وکبهمن,مدیریت سرمایه گذاری کوثربهمن,سرمایه گذاریها,67.5,زیر نظر,100,53,35.5,72,3780,20260922,-0.3,17,39,-0.9,5.3,18.4,62.6,65.7,false,47.5,3.96,above,-5,0.94,3480,3980,-15.04,-10.06,3.62,2.48,4.8,671,5.63,8.73,-35.5,3630,3406,3980,4279,0.54,خروج مستمر پول حقیقی
نوری,پتروشیمی نوری,محصولات شیمیایی,67.4,زیر نظر,100,70,84.5,9,51290,20260922,13.9,48.4,94,54.2,25,46.3,79.8,89,true,50.8,2.73,above,-0.3,2.25,38485,,259.57,1501.83,1.6,-631.84,360.99,3744,13.7,9.63,42.3,49891,48491,55488,58287,1.5,واگرایی منفی RSI | اشباع خرید | فاصله زیاد از MA20
حخزر,کشتیرانی دریای خزر,حمل و نقل آبی,67.3,زیر نظر,100,60,64.3,37,10490,20260922,6.6,49.6,203.1,163.3,20.2,49.9,188.6,87.7,true,77.2,2.87,above,-1.5,1.44,6430,,0.54,24.01,0.87,-23.53,24,944,11.11,10.36,7.3,10189,9889,11392,11993,1.5,واگرایی منفی RSI | اشباع خرید | فاصله زیاد از MA20
عالیس,بهار رز عالیس چناران,محصولات غذایی و آشامیدنی به جز قند و شکر,67.3,زیر نظر,90,45,55,70,5880,20260922,-3.8,9.3,28.9,-10.9,-1.1,8.7,55.8,52.1,false,35.2,4.34,above,-11.6,1.4,5660,6650,102.13,266.07,0.59,-60.2,41.27,1000,5.88,7.05,-16.6,5660,5532,6650,7160,2.22,
فروس,فروسیلیس‌ ایران‌,فلزات اساسی,67.3,زیر نظر,100,90,17,60,4310,20260922,-5.5,44.5,53.5,13.7,8.8,26.2,71.2,66.3,true,56.1,3.07,above,-10.6,1.46,3335,4820,-29.26,1.97,0.4,-21.48,7.44,440,9.8,13.48,-27.3,4178,4045,4820,5085,1.93,
درپاد,گروه صنعتی درپاد تبریز,فلزات اساسی,67.3,زیر نظر,100,70,89,4,4240,20260922,15.5,76.4,91.1,51.3,29.4,67.6,,96.8,true,71.3,2.24,above,0,0.27,3011,,15.24,48.35,542.52,16.38,8.88,24,176.67,8.05,2094.6,4145,4050,4524,4714,1.5,اشباع خرید | فاصله زیاد از MA20 | P/E بالا (177)
داوه,داروسازی آوه سینا,مواد و محصولات دارویی,67.3,زیر نظر,100,65,88,9,12710,20260922,-7.9,31.6,143.4,103.6,5.3,43.3,157.1,69.2,false,80.3,3.23,above,-8.2,1.28,5219,13840,60.46,73.09,2,61.84,26.48,760,16.72,8.86,88.8,12300,11890,13840,14660,1.38,
غگیلا,شیرپاستوریزه پگاه گیلان,محصولات غذایی و آشامیدنی به جز قند و شکر,67.3,زیر نظر,100,70,89,4,36260,20260922,15.8,53.6,99.7,59.8,25.4,53.1,121.1,93.6,true,74.8,2.71,above,0,0.55,24500,,6.82,10.62,24.46,12.31,3.97,1291,28.09,7.05,298.4,35276,34291,39213,41181,1.5,واگرایی منفی RSI | اشباع خرید | فاصله زیاد از MA20
وپایا,سرمایه گذاری پایا تدبیرپارسا,سرمایه گذاریها,67.1,زیر نظر,100,65,36.5,60,1829,20260922,-4.1,11.1,47.3,7.4,1.2,17.4,51.2,60.3,false,48.8,3.55,above,-6.7,1.33,1637,1960,-10.07,-18.38,3.07,7.28,3.23,235,7.78,8.73,-10.8,1764,1666,1960,2090,0.81,واگرایی منفی RSI | خروج مستمر پول حقیقی
رتاپ,تجارت الکترونیک  پارسیان,رایانه و فعالیت‌های وابسته به آن,67.1,زیر نظر,100,90,14.4,62,9630,20260922,1.6,9.3,85.9,46.1,8.1,17.7,125.2,68.6,true,48.9,3.21,above,-1.2,0.8,9290,9750,-34.41,-104.8,1.32,-16.1,21.1,806,11.95,18.19,-34.3,9321,9136,9750,10368,0.24,خروج مستمر پول حقیقی
کماسه,تامین‌ ماسه‌ ریخته‌گری‌,استخراج سایر معادن,67,زیر نظر,100,50,83.1,25,5600,20260922,-2.6,39.3,103,63.1,9.8,47.4,103.6,76.1,false,79.8,3.25,above,-8,1.06,4269,6090,2.42,42.05,1.42,38.2,38.7,209,26.79,26.17,2.4,5418,5236,6090,6454,1.35,
تپسی,پیشگامان فن آوری و دانش آرامیس,رایانه و فعالیت‌های وابسته به آن,67,زیر نظر,100,60,90,10,24250,20260922,6,26.4,99.9,60.1,11.5,31.2,42.6,99.4,true,92.9,1.02,above,0,0.8,22600,,16.77,73.25,5.67,16.77,5.25,,,8.89,,24004,23757,24989,25482,1.5,اشباع خرید | بدون EPS مثبت
ثالوند,سرمایه گذاری مسکن الوند,انبوه سازی، املاک و مستغلات,67,زیر نظر,100,70,88,4,10010,20260922,15.6,63.6,122.8,83,28.6,68.5,117.6,96.2,true,77.9,2.32,above,0,0.6,6370,,13.62,23.13,3.02,20.97,9.65,230,43.52,23.59,84.5,9778,9545,10707,11172,1.5,اشباع خرید | فاصله زیاد از MA20 | P/E بالا (44)
ختور,رادیاتور ایران‌,خودرو و ساخت قطعات,67,زیر نظر,100,60,57.9,42,3830,20260922,4.6,38.9,99.2,59.4,14.5,35.8,89.6,81.3,true,65.6,3.37,above,-4.7,1.53,2780,,-28.02,26.83,1.02,0.57,26.3,715,5.36,,,3701,3572,4218,4476,1.5,واگرایی منفی RSI | اشباع خرید
الکتروماد,صنایع الکترونیک مادیران,ماشین آلات و تجهیزات,67,زیر نظر,90,65,17.9,90,4720,20260922,-7.6,4.4,101.2,61.4,-1,18.2,84.3,55.4,false,59.6,3.5,above,-12.1,0.88,4510,4790,-0.65,-8.57,0.83,5.23,19.23,957,4.93,9.66,-48.9,4555,4427,4790,5370,0.24,واگرایی منفی RSI
وبشهر,توسعه‌ صنایع‌ بهشهر(هلدینگ,محصولات غذایی و آشامیدنی به جز قند و شکر,66.9,زیر نظر,100,90,28.5,47,6790,20260922,-7.5,31.3,44.8,5,5.7,20.7,92.2,62,true,51.5,3.7,above,-11.8,1.45,5650,7700,-27.62,21.37,0.64,-41.74,17.17,748,9.08,8.53,6.4,6539,6287,7700,8203,1.81,
فن آوا,گروه فن آوا,رایانه و فعالیت‌های وابسته به آن,66.8,زیر نظر,100,35,69.3,50,3720,20260922,-1.1,51.7,180.9,141,13.6,57.1,127.7,80.5,false,83.3,2.8,above,-6.3,1.87,1716,3970,19.8,34.72,0.85,4.07,12.82,1675,2.22,,,3616,3512,3970,4178,1.2,اشباع خرید
وتوشه,سرمایه‌ گذاری‌ پارس‌ توشه‌,ماشین آلات و تجهیزات,66.4,زیر نظر,90,45,53.7,68,8270,20260922,-3.2,2.9,24.2,-15.6,-0.2,10.1,42.5,54.6,false,44.2,3.87,above,-6,0.86,7835,8390,0.17,16.8,0.83,-11.67,11.78,2049,4.04,5.15,-21.6,7950,7675,8390,8550,0.2,واگرایی منفی RSI
دابور,داروسازی‌ ابوریحان‌,مواد و محصولات دارویی,66.4,زیر نظر,100,65,43.5,50,65010,20260922,-1.2,21.7,79.1,39.3,7.9,24.1,99.9,69.9,false,53.1,4.02,above,-4,0.85,63800,67740,36.34,19.3,0.79,-30.37,41.05,6272,10.37,12.91,-19.7,63800,62493,67740,72967,1.08,واگرایی منفی RSI
بهپاک,صنعتی بهپاک,محصولات غذایی و آشامیدنی به جز قند و شکر,66.4,زیر نظر,90,30,43.5,90,15790,20260922,-8.2,4.1,9.3,-30.5,-4.8,3.7,76.4,46.2,false,22.1,3.95,above,-14,0.66,15450,16300,9.8,23.24,0.46,-41.29,35.47,3539,4.46,7.05,-36.7,15450,15138,16300,18360,0.78,
