symbol,name,sector,score,signal,trend,momentum,money,value,close,lastDate,ret5,ret20,ret60,rs60,vsSma20,vsSma50,vsSma200,rsi,lockedDays20,sellQueueDays5,macdAboveSignal,adx,atrPct,cloud,fromHigh52,volRatio,support1,resistance1,netReal5B,netReal20B,power5,smt5B,liquidityB,eps,pe,sectorPE,peVsSector,entryLow,stop,target1,target2,rr,flags
سخاش,سیمان‌خاش‌,سیمان، آهک و گچ,42.1,خنثی,61,30,1,70,12130,20260926,-6.9,4.3,-2.9,-41.5,-6.8,0.2,36.5,44,1,0,false,23.5,4.14,inside,-16.1,0.56,11780,12790,-15.19,-64.03,0.69,-24.09,19.45,1929,6.29,7.14,-11.9,11780,11529,12790,14045,1.1,خروج مستمر پول حقیقی | 185٪ بالای کف ۵۲ هفته | سرانه خرید ضعیف (0.69)
فباهنر,مس‌ شهیدباهنر,فلزات اساسی,42,خنثی,70,30,0,60,11830,20260926,-8.3,7.5,8.4,-30.2,-5.6,7.4,43.1,47.2,4,1,false,33.3,3.62,above,-16.2,0.89,11436,14110,-116.67,-100.65,0.38,-205.19,94.09,1069,11.07,13.48,-17.9,11436,11221,14110,14967,3.75,خروج مستمر پول حقیقی | 176٪ بالای کف ۵۲ هفته | سرانه خرید ضعیف (0.38) | صف فروش در ۵ روز اخیر
بمپنا,تولید برق عسلویه  مپنا,عرضه برق، گاز، بخاروآب گرم,42,خنثی,90,50,1,19,7770,20260926,-12.7,6.4,52.4,13.8,-6.1,18.2,52.2,49.8,4,1,false,48,3.61,above,-17.3,0.31,7270,9390,-26.06,-197.07,0.29,-24.06,34.57,576,13.49,10.04,34.4,7490,7130,9390,9950,2.53,خروج مستمر پول حقیقی | 52٪ بالای MA200 | سرانه خرید ضعیف (0.29) | حد ضرر دور (8.2٪) | صف فروش در ۵ روز اخیر
خودکفا,اقتصادی و خودکفایی آزادگان,محصولات غذایی و آشامیدنی به جز قند و شکر,41.9,خنثی,75,40,3.8,42,14120,20260926,-7.8,-1.5,106,67.4,-7.1,-1,70.2,42.5,1,1,false,44.7,4.15,above,-16.1,0.61,13680,14620,-9.16,-49.98,0.93,-5.25,18.58,1687,8.37,,,13680,13387,14620,15370,0.68,خروج مستمر پول حقیقی | رشد عمودی (106٪ در ۶۰ روز، -1٪ بالای MA50) | 70٪ بالای MA200 | صف فروش در ۵ روز اخیر
کوثر,بیمه کوثر,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,41.9,خنثی,80,45,21.6,14,1774,20260926,-2.4,0.6,12.6,-26,-0.8,12.2,3.6,53.9,1,0,false,39.2,3.9,above,-22.2,0.47,1756,1800,-8.28,25.91,1.01,-12.71,29.94,53,33.47,18.13,84.6,1756,1721,1800,1875,0.49,واگرایی منفی RSI | P/E بالا (33) | عرضه حقوقی به حقیقی (-23 میلیارد تومان در ۲۰ روز) | واگرایی منفی
دروز,داروسازی‌ روزدارو,مواد و محصولات دارویی,41.6,خنثی,100,50,2.5,4,26760,20260926,-3.3,34.5,196.7,158.1,11.1,46.3,113.2,75.7,6,0,false,68.5,3.34,above,-8.8,1.65,18460,29350,-13.63,-3.2,0.77,-15.39,5.32,164,163.17,12.91,1163.9,25866,24972,29350,31138,1.45,سهم صفی: 6 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | رشد عمودی (197٪ در ۶۰ روز، 46٪ بالای MA50) | P/E بالا (163) | 113٪ بالای MA200 | سرانه خرید ضعیف (0.77) | نقدشوندگی کمتر از ۱۰ میلیارد تومان
حبندر,دریایی و کشتیرانی خط دریابندر,حمل ونقل، انبارداری و ارتباطات,41.5,خنثی,100,65,22.1,32,8910,20260923,-3.7,4.8,74,35.4,1.9,14.3,93.7,62.9,1,0,false,32.9,3.72,above,-4.9,0.26,8180,9070,-0.02,-2.94,1.06,0.52,2.82,1112,8.01,,,8579,8082,9070,9370,0.19,نقدشوندگی پایین | خروج مستمر پول حقیقی | 94٪ بالای MA200 | حد ضرر دور (9.3٪) | نقدشوندگی کمتر از ۱۰ میلیارد تومان | آخرین معامله 20260923 (متوقف یا کم‌معامله)
امین,تامین سرمایه امین,فعالیتهای کمکی به نهادهای مالی واسط,41.5,خنثی,90,45,35,47,2675,20260922,-6.4,3.5,22.4,-16.2,-1.5,8,28,52.8,0,0,false,34.2,3.28,above,-7.7,0.63,2563,2800,-2.23,-9.17,3.54,3.08,2.14,469,5.7,5.92,-3.7,2587,2519,2800,2898,0.8,نقدشوندگی پایین | واگرایی منفی RSI | خروج مستمر پول حقیقی | واگرایی منفی | نقدشوندگی کمتر از ۱۰ میلیارد تومان | شناوری کم (10٪) | آخرین معامله 20260922 (متوقف یا کم‌معامله)
والبر,سرمایه‌ گذاری‌ البرز(هلدینگ‌,مواد و محصولات دارویی,41.4,خنثی,65,45,32.7,19,3780,20260926,3.8,-8.3,14.9,-23.7,-1.7,6.9,50.5,52.6,2,0,false,24.4,3.64,above,-10.8,0.84,3470,3860,30.55,-47.65,1.03,-1.82,47.15,201,18.81,12.91,45.7,3643,3436,3860,4090,0.23,خروج مستمر پول حقیقی | 50٪ بالای MA200 | حد ضرر دور (9.1٪)
ثنام,س ساختمانی ب نام آوران مهندسی,انبوه سازی، املاک و مستغلات,41.3,خنثی,100,85,7.3,10,2247,20260926,4.2,32.6,87.9,49.3,11.5,26.7,63.8,77.6,1,0,true,55.7,3.9,above,0,1.14,2031,,-11.04,-12.56,1.07,-5.39,2.24,,,,,2159,2028,2510,2685,1.2,نقدشوندگی پایین | خروج مستمر پول حقیقی | بدون EPS مثبت | 64٪ بالای MA200 | حد ضرر دور (9.7٪) | نقدشوندگی کمتر از ۱۰ میلیارد تومان
حگردش,ریل گردش ایرانیان,حمل ونقل، انبارداری و ارتباطات,41.2,خنثی,45,20,54.7,40,2241,20260926,-3.6,-1.7,-1.8,-40.4,-2,5.9,-4.5,49.8,1,0,false,19.8,4,above,-33.6,0.62,2194,2266,0.22,6.5,0.95,-1.33,5.22,68,32.96,,,2194,2150,2266,2346,0.27,واگرایی منفی RSI | P/E بالا (33) | عرضه حقوقی به حقیقی (-6 میلیارد تومان در ۲۰ روز) | واگرایی منفی | نقدشوندگی کمتر از ۱۰ میلیارد تومان
حگهر,حمل و نقل گهرترابر سیرجان,حمل ونقل، انبارداری و ارتباطات,41.2,خنثی,46,20,26.5,67,2843,20260926,-7.4,-6.2,15.3,-23.3,-5.1,-2.3,6.6,42.9,4,1,false,20.1,3.55,inside,-30.9,0.53,2784,2921,-5.84,22.56,0.51,-8.51,7.43,397,7.16,7.68,-6.8,2784,2734,2921,3120,0.71,واگرایی منفی RSI | عرضه حقوقی به حقیقی (-22 میلیارد تومان در ۲۰ روز) | سرانه خرید ضعیف (0.51) | واگرایی منفی | نقدشوندگی کمتر از ۱۰ میلیارد تومان | صف فروش در ۵ روز اخیر
قزوین,کارخانجات‌ قند قزوین‌,قند و شکر,41,خنثی,90,45,0,60,12080,20260926,-9,6.6,19.2,-19.4,-0.5,6.7,53.4,50.5,2,0,false,30.9,3.78,above,-13.2,0.56,11690,12210,-3.92,-12.03,0.61,-3.9,2.96,1403,8.61,9.8,-12.1,11690,11462,12210,12730,0.21,نقدشوندگی پایین | خروج مستمر پول حقیقی | 53٪ بالای MA200 | سرانه خرید ضعیف (0.61) | نقدشوندگی کمتر از ۱۰ میلیارد تومان
کرمان,س. توسعه و عمران استان کرمان,انبوه سازی، املاک و مستغلات,40.9,خنثی,90,30,17.5,14,1372,20260926,-12.8,1.3,26.3,-12.3,-6,10,30.2,46.7,5,2,false,54.5,3.7,above,-16.3,0.81,1334,1454,-14.06,15.75,0.38,-125.23,74.28,2,686,23.59,2808,1334,1309,1454,1640,1.29,واگرایی منفی RSI | P/E بالا (686) | عرضه حقوقی به حقیقی (-33 میلیارد تومان در ۲۰ روز) | سرانه خرید ضعیف (0.38) | واگرایی منفی | صف فروش در ۵ روز اخیر
کزغال,زغال سنگ پروده طبس,استخراج زغال سنگ,40.9,خنثی,70,30,41.5,14,5450,20260926,-6.5,2.8,4.3,-34.3,-7.5,4,32.9,45.7,8,3,false,25.6,3.82,above,-17.2,0.54,5100,6580,-7.71,117.39,0.74,12.12,34.28,154,35.39,15.48,128.6,5242,4996,6580,6997,2.49,سهم صفی: 8 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | P/E بالا (35) | عرضه حقوقی به حقیقی (-119 میلیارد تومان در ۲۰ روز) | سرانه خرید ضعیف (0.74) | حد ضرر دور (8.3٪) | صف فروش در ۵ روز اخیر
تپولا,مهندسی مرآت پولاد,خدمات فنی و مهندسی,40.8,خنثی,100,65,21.1,10,19010,20260926,-9.2,7.5,41.1,2.5,1.8,14.3,28.8,55.6,6,2,false,43.4,3.95,above,-12.2,0.52,18745,19390,0,0,1.04,0.57,1.46,,,,,18745,18370,19390,21640,0.59,نقدشوندگی پایین | بدون EPS مثبت | سهم صفی: 6 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | نقدشوندگی کمتر از ۱۰ میلیارد تومان | صف فروش در ۵ روز اخیر
گشان,توسعه بین المللی پدیده شاندیز,هتل و رستوران,40.6,خنثی,70,40,4.2,42,26960,20260926,-8.4,-9.7,39.2,0.6,-7.7,-0.1,41.3,40.1,1,0,false,36.3,4.36,above,-15.1,0.83,26018,28050,-10.45,-33.38,0.95,-3.54,12.76,3153,8.55,,,26018,25430,28050,29990,0.71,واگرایی منفی RSI | خروج مستمر پول حقیقی | واگرایی منفی
وحافظ,بیمه حافظ,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,40.4,خنثی,44,45,20.9,52,2343,20260926,-2.9,6.9,-4.5,-43.1,1.2,1,-9.1,51.7,0,0,false,13.4,4.15,inside,-33.2,0.57,2246,2446,-0.36,4.14,0.94,-2.56,8.13,199,11.77,,,2246,2197,2446,2512,0.71,بدون روند (ADX پایین) | عرضه حقوقی به حقیقی (-4 میلیارد تومان در ۲۰ روز) | نقدشوندگی کمتر از ۱۰ میلیارد تومان
ثاصفا,شرکت‌ ساختمان‌ اصفهان‌,انبوه سازی، املاک و مستغلات,40.4,خنثی,90,40,61.5,20,20250,20260922,8.9,38.9,23.6,-15,16.1,38.3,22,84.7,13,0,true,40.8,3.1,above,-6.7,1.15,19566,21000,0,1,2.01,1.58,0.82,8,2531.25,,,19623,19252,21000,21545,0.75,نقدشوندگی پایین | اشباع خرید | فاصله زیاد از MA20 | سهم صفی: 13 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | رشد عمودی (24٪ در ۶۰ روز، 38٪ بالای MA50) | P/E بالا (2531) | عرضه حقوقی به حقیقی (-1 میلیارد تومان در ۲۰ روز) | نقدشوندگی کمتر از ۱۰ میلیارد تومان | آخرین معامله 20260922 (متوقف یا کم‌معامله)
خکار,ایرکا پارت صنعت,خودرو و ساخت قطعات,40.3,خنثی,70,20,1,60,1748,20260926,-8,-7.9,22.7,-15.9,-6.1,3,35.7,44.4,1,1,false,27.2,4.03,above,-14.6,0.5,1692,1812,-7.26,-24.29,0.61,-13.31,13.82,504,3.47,,,1692,1657,1812,1940,0.7,واگرایی منفی RSI | خروج مستمر پول حقیقی | سرانه خرید ضعیف (0.61) | واگرایی منفی | صف فروش در ۵ روز اخیر
بایکا,کارخانجات کابلسازی ‌ایران‌,ماشین آلات و دستگاه‌های برقی,40.1,خنثی,100,50,20.5,20,30110,20260926,6,19.3,23.1,-15.5,12.1,21.5,36.7,81.4,1,0,true,37.3,3.66,above,-0.1,1.12,28962,,-1.99,-3.68,1.96,-1.76,0.84,523,57.57,,,29008,28411,33416,35619,1.95,نقدشوندگی پایین | اشباع خرید | خروج مستمر پول حقیقی | P/E بالا (58) | نقدشوندگی کمتر از ۱۰ میلیارد تومان
مبین,مبین انرژی خلیج فارس,عرضه برق، گاز، بخاروآب گرم,40.1,خنثی,25,43,29,67,11740,20260926,-4.5,-16.1,-10.9,-49.5,-6.6,-18.3,8.3,31.8,0,0,true,26.5,4.52,below,-32.4,0.84,11389,12270,-82.33,1624.75,0.53,-384.44,229.04,1581,7.43,7.09,4.7,11389,11124,12270,12930,0.86,عرضه حقوقی به حقیقی (-1702 میلیارد تومان در ۲۰ روز) | 180٪ بالای کف ۵۲ هفته | سرانه خرید ضعیف (0.53)
زپارس,ملی کشت و صنعت و دامپروری پارس,زراعت و خدمات وابسته,40.1,خنثی,90,43,2,16,39220,20260926,-4.1,-6.4,38.4,-0.2,-0.6,14.8,58.6,55.5,4,0,false,29.7,3.62,above,-9.3,0.84,37020,40770,-10.13,-19.38,0.75,-20.45,11.11,4640,8.45,6.33,33.5,37798,36309,40770,43190,0.53,واگرایی منفی RSI | خروج مستمر پول حقیقی | 59٪ بالای MA200 | سرانه خرید ضعیف (0.75) | واگرایی منفی | حد ضرر دور (7.4٪) | شناوری کم (13٪)
بپاس,بیمه پاسارگاد,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,40,خنثی,100,45,0,4,12790,20260926,0.9,3,62.9,24.3,2.3,11.9,78.1,83,0,0,false,28.1,1.9,above,-0.5,0.87,12300,,-52.14,-195.69,0.33,-43.38,14.97,484,26.43,18.13,45.8,12547,12182,13519,14005,1.2,اشباع خرید | خروج مستمر پول حقیقی | 78٪ بالای MA200 | سرانه خرید ضعیف (0.33)
فسا,پتروشیمی فسا,محصولات شیمیایی,40,خنثی,100,50,35,25,782,20260922,4.7,12.2,14.2,-24.4,9.5,16.7,22,80.1,15,0,true,48.6,1.87,above,-1.1,0.55,755,,-0.11,-0.11,7.44,0.26,0.14,47,16.64,,,767,747,826,855,1.27,نقدشوندگی پایین | اشباع خرید | سهم صفی: 15 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | نقدشوندگی کمتر از ۱۰ میلیارد تومان | آخرین معامله 20260922 (متوقف یا کم‌معامله)
ثمسکن,سرمایه‌گذاری‌ مسکن‌,انبوه سازی، املاک و مستغلات,40,اجتناب,90,53,0.5,9,3140,20260926,-6,1.6,37.4,-1.2,-1.6,9.7,38.7,52.8,1,0,false,31.7,3.62,above,-8.7,0.86,2869,3180,-38.24,-99.11,0.63,-46.1,30.13,226,13.89,6.61,110.2,3026,2855,3180,3440,0.14,واگرایی منفی RSI | خروج مستمر پول حقیقی | سرانه خرید ضعیف (0.63) | واگرایی منفی | حد ضرر دور (9.1٪)
گدنا,تهیه توزیع غذای دنا آفرین فدک,هتل و رستوران,39.9,اجتناب,65,20,21.6,44,6390,20260926,-12.5,-8.6,14.2,-24.4,-9.7,2.8,21.1,40.1,2,1,false,38.1,3.88,above,-19.1,0.81,6214,6500,-3.37,-7.17,1.02,14.11,17.07,1145,5.58,4.69,19,6214,6090,6500,7040,0.37,واگرایی منفی RSI | واگرایی منفی | صف فروش در ۵ روز اخیر
شفام,تولیدی و صنعتی گوهرفام,محصولات شیمیایی,39.9,اجتناب,70,30,17.5,34,2519,20260926,-13.2,0.4,28.2,-10.4,-7.4,1.2,23.9,42.7,5,1,false,33.5,3.82,above,-18.2,0.92,2347,2634,-3.75,3.93,0.58,-2.86,4.78,282,8.93,8.01,11.5,2423,2299,2634,2736,0.52,عرضه حقوقی به حقیقی (-5 میلیارد تومان در ۲۰ روز) | سرانه خرید ضعیف (0.58) | حد ضرر دور (8.7٪) | نقدشوندگی کمتر از ۱۰ میلیارد تومان | صف فروش در ۵ روز اخیر
زدشت,کشت و صنعت دشت خرم دره,زراعت و خدمات وابسته,39.9,اجتناب,90,20,1.5,34,9270,20260926,-8.8,-7.3,11,-27.6,-4.8,6.5,46.6,45.8,0,0,false,35.1,4.49,above,-13.8,0.73,8970,10180,-5.02,-17.02,0.72,-11.64,17.54,1023,9.06,8.07,12.3,8970,8762,10180,10750,1.79,واگرایی منفی RSI | 164٪ بالای کف ۵۲ هفته | سرانه خرید ضعیف (0.72) | واگرایی منفی
سفار,سیمان‌فارس‌,سیمان، آهک و گچ,39.8,اجتناب,90,30,1,26,219500,20260926,-11.1,6.9,6.6,-32,-5.7,8.2,17.2,46.1,2,0,false,36.8,4.05,above,-17.9,0.57,207734,224111,-5.87,-3.28,0.46,-7.15,4.73,19436,11.29,7.14,58.2,210617,203292,224111,245450,0.28,سرانه خرید ضعیف (0.46) | حد ضرر دور (7.4٪) | نقدشوندگی کمتر از ۱۰ میلیارد تومان | شناوری کم (8٪)
تبرک,گروه کارخانجات صنعتی تبرک,محصولات غذایی و آشامیدنی به جز قند و شکر,39.6,اجتناب,70,50,0.5,34,19130,20260926,-12,1.3,41.9,3.3,-7.6,2.6,36.2,43.1,5,1,false,27,4.3,above,-18,0.54,18801,19612,-1.86,-1.1,0.53,-4.13,4.75,2192,8.73,7.05,23.8,18801,18389,19612,23340,0.65,سرانه خرید ضعیف (0.53) | نقدشوندگی کمتر از ۱۰ میلیارد تومان | صف فروش در ۵ روز اخیر
لابسا,آبسال‌,ماشین آلات و تجهیزات,39.6,اجتناب,80,43,12,16,5340,20260926,-5,-0.2,34.8,-3.8,1.2,10.9,36.6,55.4,1,0,false,19.4,3.73,above,-6.5,0.66,4920,5500,-0.47,-0.51,1.16,-1.09,3.35,484,11.03,5.15,114.2,5141,4841,5500,5705,0.32,حد ضرر دور (9.3٪) | نقدشوندگی کمتر از ۱۰ میلیارد تومان
میهن,بیمه میهن,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,39.4,اجتناب,60,30,51.5,10,2429,20260926,-5.8,4.7,7.6,-31,-6.2,6.5,5.7,47,7,1,false,31,4.09,above,-20.1,0.61,2401,2558,0.78,41.11,0.73,-19.19,21.8,,,18.13,,2401,2351,2558,2622,1.65,بدون EPS مثبت | سهم صفی: 7 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | عرضه حقوقی به حقیقی (-39 میلیارد تومان در ۲۰ روز) | سرانه خرید ضعیف (0.73) | صف فروش در ۵ روز اخیر
دبالک,مواد اولیه دارویی البرز بالک,مواد و محصولات دارویی,39.1,اجتناب,70,65,1.5,19,14790,20260926,-6.5,9.9,155.4,116.8,-5.8,24.7,141.8,54.3,10,1,false,58,3.46,above,-18,0.89,7440,18040,-69.27,-152.92,0.52,-90.48,53.08,1079,13.71,8.86,54.7,14279,13768,18040,19062,3.18,خروج مستمر پول حقیقی | سهم صفی: 10 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | رشد عمودی (155٪ در ۶۰ روز، 25٪ بالای MA50) | 142٪ بالای MA200 | سرانه خرید ضعیف (0.52) | صف فروش در ۵ روز اخیر
فلات,گروه صنایع معادن فلات ایرانیان,سرمایه گذاریها,39.1,اجتناب,100,70,30.5,10,26500,20260923,11.4,39.5,160.3,121.7,24.2,53.3,97.3,91.7,11,0,true,68.4,2.7,above,0,1.34,19080,,-12.6,-17.75,3.14,-5.69,2.36,,,,,25784,25067,28649,30082,1.5,نقدشوندگی پایین | اشباع خرید | فاصله زیاد از MA20 | خروج مستمر پول حقیقی | بدون EPS مثبت | سهم صفی: 11 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | رشد عمودی (160٪ در ۶۰ روز، 53٪ بالای MA50) | 97٪ بالای MA200 | نقدشوندگی کمتر از ۱۰ میلیارد تومان | آخرین معامله 20260923 (متوقف یا کم‌معامله)
تادیکو,س.کشت ودام صنایع لبنی تامین,زراعت و خدمات وابسته,39,اجتناب,63,30,37.5,19,7280,20260926,-4.4,3.6,12.6,-26,-1.4,0.7,,48.6,0,0,false,17.4,3.67,,-15.6,0.84,6959,7521,-20.81,-13.21,2.88,49,26.51,546,13.33,6.33,110.6,7013,6826,7521,7990,0.53,شناوری کم (6٪)
قشیر,قند شیروان قوچان و بجنورد,قند و شکر,39,اجتناب,70,30,0.8,47,15550,20260926,-6.2,2.4,15.6,-23,-4.5,8.6,43.2,48.9,1,0,false,33.2,4.27,above,-12.9,0.65,15020,15950,-2.09,-2.64,0.81,-4.83,8.64,1524,10.2,9.57,6.6,15020,14688,15950,17860,0.46,نقدشوندگی کمتر از ۱۰ میلیارد تومان
درهآور,دارویی ره آورد تامین,مواد و محصولات دارویی,38.9,اجتناب,65,38,0,47,14660,20260926,-2.7,-8.5,30.8,-7.8,-7.5,2.3,37.9,43.4,1,1,false,31.1,4.21,above,-18,0.68,13180,15160,-13.62,-85.82,0.53,-24.31,21.42,1808,8.11,8.86,-8.5,14043,13116,15160,16790,0.32,واگرایی منفی RSI | خروج مستمر پول حقیقی | سرانه خرید ضعیف (0.53) | واگرایی منفی | حد ضرر دور (10.5٪) | صف فروش در ۵ روز اخیر
بالاس,مهندسی ساختمان تاسیسات راه آهن,پیمانکاری صنعتی,38.8,اجتناب,44,20,41.5,45,48100,20260926,-3.8,-0.1,-20.5,-59.1,-4.8,1.6,-10.1,43.9,1,0,false,19.3,4.17,inside,-41,0.57,46430,49900,0.48,5.29,0.76,-10.91,15.54,1907,25.22,25.78,-2.2,46430,45427,49900,50860,0.67,عرضه حقوقی به حقیقی (-5 میلیارد تومان در ۲۰ روز) | سرانه خرید ضعیف (0.76)
ختوقا,قطعات‌ اتومبیل‌ ایران‌,خودرو و ساخت قطعات,38.8,اجتناب,90,20,1,30,5040,20260926,-7.9,-6.7,11.2,-27.4,-9.2,1.6,25.1,40.8,0,0,false,37.7,4.51,above,-16.8,0.56,4726,5490,-4.79,-11.44,0.77,-10.13,15.36,127,39.69,,,4813,4612,5490,5820,1.05,واگرایی منفی RSI | P/E بالا (40) | سرانه خرید ضعیف (0.77) | واگرایی منفی | حد ضرر دور (8.5٪)
خفنر,فنرسازی‌خاور,خودرو و ساخت قطعات,38.6,اجتناب,85,20,1.5,35,2337,20260926,-8,-13.3,12,-26.6,-9.4,2,46.6,41.6,4,2,false,28.7,4.22,above,-20.1,0.69,2200,2385,-2.59,-14.36,0.41,-12.1,12.63,130,17.98,,,2238,2151,2385,2631,0.26,خروج مستمر پول حقیقی | سرانه خرید ضعیف (0.41) | حد ضرر دور (8.0٪) | صف فروش در ۵ روز اخیر
شارپیلن,پتروشیمی ارغوان گسترایلام,محصولات شیمیایی,38.5,اجتناب,95,50,30,10,3320,20260926,2.5,3.8,8.1,-30.5,3.1,3.9,,99.4,20,0,true,90.6,2.71,above,-10.5,2.21,3033,3711,-0.1,-0.1,2.13,-1.64,0.29,,,9.63,,3230,3140,3711,3891,2.17,نقدشوندگی پایین | اشباع خرید | بدون EPS مثبت | سهم صفی: 20 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | نقدشوندگی کمتر از ۱۰ میلیارد تومان
وفیروزه,گروه توسعه مالی فیروزه,سرمایه گذاریها,38.4,اجتناب,50,40,35.5,26,5060,20260926,-4,-9.3,39.9,1.3,-3.3,3.4,,49.1,2,0,false,21,3.59,,-10.9,0.45,5000,5495,-16.92,-126.37,3.66,21.77,23.84,451,11.22,7.13,57.4,5000,4909,5495,5680,2.88,واگرایی منفی RSI | خروج مستمر پول حقیقی | واگرایی منفی
کیسون,شرکت کیسون,خدمات فنی و مهندسی,38.3,اجتناب,70,20,17,36,1745,20260926,-12.4,-4.5,26,-12.6,-7,4.9,6.8,43.1,3,2,false,27.9,3.94,above,-43.9,0.66,1717,1806,-10.37,6.35,0.46,-39.77,31.75,166,10.51,2.41,336.2,1717,1683,1806,1881,0.98,عرضه حقوقی به حقیقی (-12 میلیارد تومان در ۲۰ روز) | سرانه خرید ضعیف (0.46) | صف فروش در ۵ روز اخیر
آبادا,تولید نیروی برق آبادان,عرضه برق، گاز، بخاروآب گرم,38.3,اجتناب,70,35,37,4,11030,20260926,-1.2,-4.1,24.6,-14,-1.3,9.2,38.6,53,0,0,false,24.9,3.78,above,-6.8,0.49,10830,11675,-2.04,-6.25,5.7,6.69,4.36,272,40.55,7.09,472,10830,10621,11675,12509,1.58,خروج مستمر پول حقیقی | P/E بالا (41) | نقدشوندگی کمتر از ۱۰ میلیارد تومان | شناوری کم (10٪)
کمرجان,بازرگانی و تولیدی مرجان کار,سایر محصولات کانی غیرفلزی,38.1,اجتناب,90,30,1.5,19,4360,20260926,-11.4,3.3,-13.7,-52.3,-2.9,5.4,31.1,47.5,2,1,false,30.2,3.78,above,-17.2,0.75,4250,4630,-11.13,-11.51,0.48,-14.39,9.11,299,14.58,10.33,41.2,4250,4168,4630,5180,1.4,خروج مستمر پول حقیقی | سرانه خرید ضعیف (0.48) | نقدشوندگی کمتر از ۱۰ میلیارد تومان | صف فروش در ۵ روز اخیر
نان,صنایع غذایی رضوی,محصولات غذایی و آشامیدنی به جز قند و شکر,38.1,اجتناب,55,8,23.1,57,5950,20260926,-10.1,-7.6,-1.6,-40.2,-8.9,-2.3,38.4,38.4,0,0,false,22.9,3.89,above,-16.5,0.82,5765,6216,-5.21,-25.67,1.08,9.88,26.23,929,6.4,7.05,-9.2,5765,5649,6216,6360,0.88,
شلیا,شرکت مواد ویژه لیا,سایر محصولات کانی غیرفلزی,37.9,اجتناب,100,60,3.7,20,22430,20260926,2.5,35.9,109.4,70.8,12,44.6,138.1,80.5,3,0,true,77.8,3.29,above,-6.1,1.12,12055,,0,0,0.95,-1.71,2.83,1094,20.5,,,21692,20953,24645,26122,1.5,نقدشوندگی پایین | واگرایی منفی RSI | اشباع خرید | رشد عمودی (109٪ در ۶۰ روز، 45٪ بالای MA50) | 138٪ بالای MA200 | واگرایی منفی | نقدشوندگی کمتر از ۱۰ میلیارد تومان
کصدف,کاشی صدف سرام استقلال آباده,کاشی و سرامیک,37.9,اجتناب,55,8,44,35,7150,20260926,-13.4,-9,24.1,-14.5,-9.8,-0.5,43.6,39.3,2,2,false,34.2,3.93,above,-19.7,0.63,6940,7570,0.22,-2.69,0.84,0.91,8.47,548,13.05,,,6940,6799,7570,8180,1.2,169٪ بالای کف ۵۲ هفته | نقدشوندگی کمتر از ۱۰ میلیارد تومان | صف فروش در ۵ روز اخیر
قشکر,شکر,قند و شکر,37.8,اجتناب,70,50,17,10,4990,20260926,-13.5,3.3,98.6,60,-8.3,11.5,54.8,46.3,8,3,false,47.5,3.56,above,-19.8,0.6,4920,5320,-4.57,0.08,0.42,-3.2,8.08,,,9.8,,4920,4831,5320,6220,2.08,بدون EPS مثبت | سهم صفی: 8 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | عرضه حقوقی به حقیقی (-4 میلیارد تومان در ۲۰ روز) | 55٪ بالای MA200 | سرانه خرید ضعیف (0.42) | نقدشوندگی کمتر از ۱۰ میلیارد تومان | صف فروش در ۵ روز اخیر
ختراک,ریخته‌گری‌ تراکتورسازی‌ ایران‌,خودرو و ساخت قطعات,37.8,اجتناب,55,20,17,52,1578,20260926,-9.8,-6.1,4.4,-34.2,-5.5,0,2.6,43,2,1,false,17,4.06,above,-22,0.8,1502,1611,-7.39,7.2,0.44,-13.75,7.49,206,7.66,,,1514,1470,1611,1679,0.31,واگرایی منفی RSI | عرضه حقوقی به حقیقی (-10 میلیارد تومان در ۲۰ روز) | سرانه خرید ضعیف (0.44) | واگرایی منفی | نقدشوندگی کمتر از ۱۰ میلیارد تومان | صف فروش در ۵ روز اخیر
قنقش,قند نقش جهان,قند و شکر,37.6,اجتناب,80,53,2,10,1887,20260926,-2.9,3.5,33.4,-5.2,-0.6,7.5,1.4,52.4,1,0,false,29.1,4.54,above,-32.1,1.16,1865,1927,-13.38,-4.31,0.77,-12.63,4.89,,,,,1865,1822,1927,1960,0.62,بدون EPS مثبت | سرانه خرید ضعیف (0.77) | نقدشوندگی کمتر از ۱۰ میلیارد تومان
